评论名称,评分星级,评论内容,评论时间
晚照与晴空,s-star5,寺庙，并不是禅的出生地，生活，才是禅的修炼场。因为在这个世界上，大部分的禅理都来自生活中的每一个特殊时刻。或在磨练中，或在困境里，或在无路可走之时，或在死而复生之后……只是，这些佛理，读懂简单，做到太难。,2017-08-18 07:27:22
花与时光同眠,s-star5,挺喜欢这种山中古刹的调调，配色很美,2017-07-17 11:05:44
2014我打江南走过,s-star3,东晋古刹，景色很清幽，在里面还看到了金色的鲤鱼,2017-06-29 13:04:05
蚂蜂窝用户,s-star5,灵隐寺的一个景点，早点去的话游客比较少，体验也会比较好,2017-06-24 17:36:54
七七,s-star5,灵隐寺的旁边，比灵隐寺幽静许多，其实更值得去,2017-04-28 12:03:46
阳光☀️,s-star5,人相对少，景美，令人心生喜悦。,2017-04-26 06:43:28
爱大笨笨的小笨笨,s-star5,千年古刹，真的值得一游，浓浓的历史气息,2017-04-14 18:05:21
sharon,s-star5,永福禅寺就在灵隐寺旁边，从灵隐寺出来右手边走两分钟就到了，永福禅寺是一座东晋古寺，跟灵隐寺风格完全不同，而且各个庙院是顺着山建的，走上去会遇到一溪水，那水清的，我曾经拿一个透明的矿泉水瓶装了一满瓶，把瓶子举起来看居然像空的，因为怕有人在上游洗脚，没敢尝……,2017-04-13 13:38:18
加纳利的稻草人,s-star5,挺大的，在山上，慢慢一路看着风景上去，看看禅寺的历史,2017-04-01 10:36:32
Z,s-star4,在飞来峰景区里，要沿石阶而上，景色也不错。,2017-03-20 10:48:20
偶爱嘉年华,s-star3,离灵隐寺不远半山上复建的一座古寺,2017-03-17 15:06:51
渡边不彻,s-star5,比较隐蔽的一个寺庙，里面有特色素斋。很安静。,2017-02-18 12:54:58
凯文,s-star4,在灵隐寺里面，深山藏古寺，很有特色，很幽静,2017-02-12 10:37:59
莫染,s-star4,『2015-8-20 永福寺』心血来潮去的，就在灵隐寺旁边，很幽静，庙宇楼阁都隐匿于山林树木间，还有一小片茶园。主要是观音殿、梵音堂、大雄宝殿等，还有禅茶馆、斋堂等，跟灵隐寺一样，要爬阶梯而上，旁边有山泉水拾阶而下，很清很凉。出口处不出天王殿，右手边有路可以去法云古村落（也就是阿缦酒店啦）、杭州佛学院、法喜寺等，沿途很漂亮哦～PS:进入永福寺需买飞来峰门票45元，此门票还含韬光寺,2017-02-11 16:54:21
心在远方,s-star4,这个永福寺是过了灵隐寺的继续往后面走，没有灵隐寺的名气大，加上还要爬一段山路，游客就很稀少了，但是永福寺比灵隐寺要大得多，是一所皇家寺院，还是很气派的。人少就显得清静很多，曲径通幽处，禅房花木深。,2017-02-08 15:58:04
悠然MIX,s-star5,灵隐之行最出色的景点。踏入有钱塘第一福地之称的永福禅寺，宁静雅致。墙上小和尚的温馨提示令人莞尔又禅意十足；竹林庭院小溪错落有致，相得益彰。这座东晋古刹把福和禅完美结合，特别适合上山游览而不求佛的我。,2017-02-03 13:37:15
哀骀它,s-star3,去灵隐寺必经之路，整体而言感觉比灵隐寺好。,2016-12-30 17:05:22
哈哈独乐,s-star4,寺院是宁静所在，不过里边有些和尚可是比游人还浮躁啊,2016-11-07 17:29:55
天津大妞,s-star4,永福寺门口有位卖豆干的大娘，真的超级好吃，5元两串，走过路过不要错过哦，因为吧我两走的比较慢吧，到永福寺都5点了，没咋仔细看就赶去韬光寺了，遗憾啊,2016-11-02 10:43:47
米粒儿,s-star5,一念放下，万般自在！永福寺是这次来杭州哒意外惊喜！值得一览！,2016-10-31 23:51:08
心沉天地间,s-star5,永福禅寺分好几个独立的部分，一边爬山一边游览，寺院和风景结合的很好，感觉比灵隐寺更值得一看哦,2016-10-30 20:38:52
Kathy,s-star3,非常有意境 灵隐寺旁边 潺潺流水 绿色枫树,2016-10-28 12:23:24
蛋蛋sv2,s-star5,寺庙依山而建，从山门开始一路往上分布着寺庙的各个殿，路上还种满了茶！最上当然是大雄宝殿了。清静幽雅，禅意十足。,2016-10-25 14:33:02
耷啦,s-star5,没有灵隐寺那么宏大伟岸，但是顺着台阶一级一级的走，去体会，很美好。,2016-10-24 12:40:30
兔比No.1🐰,s-star5,草木翠绿，颇有古风，是个怡神静心的场所。,2016-10-21 16:13:21
姝儿,s-star5,出了灵隐寺，我们来到了永福禅寺。许多蜂友夸赞这里的建筑风格比较特别，领略一番，的确与众不同！杭州永福寺位于灵隐寺西约一华里处的石笋峰下，自东晋慧理禅师开山至今，已有1600多年的历史。据清康熙年间《杭州府志》卷三十二《寺观》载，永福寺坐落于飞来峰呼猿洞对面的形胜山下，旧分上下两寺，与下天竺(旧称翻经院)等寺一样，同为慧理禅师开山创建。据载，东晋咸和元年(362年)，西印度高僧慧理来杭卓锡筑庵，接连兴建了灵鹫，灵隐等十座道场，永福寺是其中之一，距今已有1600多年的历史。由杭州市佛教协会恢复重建并于二00三六月正式动工。二00五年四月二十二日，正式对外开放。,2016-09-27 22:30:50
精彩的臭虫,s-star5,相较隔壁的灵隐寺，这里的环境更为清幽，更像是一座寺庙。,2016-09-15 00:37:28
陆九渊,s-star5,这个永福寺是过了灵隐寺的继续往后面走，没有灵隐寺的名气大，加上还要爬一段山路，游客就很稀少了，但是永福寺比灵隐寺要大得多，是一所皇家寺院，还是很气派的。人少就显得清静很多，曲径通幽处，禅房花木深。,2016-09-11 15:15:33
钟宇超,s-star4,永福禅寺在灵隐寺景区内，通过一条山路一直往上就能到达。但真正上去的人很少，大部分游客到了灵隐寺就开始走回头路了。一路走到头在某一个特定的位置可以看到山水一色。而且是自然与现代的结合。西湖在中间，一半被绿树青山环绕，另一半则被钢筋水泥包围。巨大的反差融合在一起反而觉得很美！,2016-08-28 13:54:37
金辰不是天才,s-star5,杭州乐园冬休结束，又重新开园了！迫不及待的去打卡，不仅是为了各种娱乐设施，更是因为听说杭州乐园又新添了一个网红拍照地——寻梦空间！这里有几个不同主体的空间，专供游客打卡拍照。一进门就是金碧辉煌的卫生间，金色的马桶和浴缸，地上还撒有美金，有种蔡依林《呸》MV的既视感。另一侧，是KTV主题包厢，顺便变成Rock star！下一个房间，是孩子们超爱的彩球池，这里的好处是，不限年龄，多大都可以进去玩，哈哈哈！下一个场景是粉红色的，里面摆放了几尊石膏像，学过素描的我居然还可以叫出其中几个的名字！比如维纳斯和拉奥孔！寻梦空间外，是大片的彩绘墙，很适合摆拍。既然是游乐场，怎么能少了游乐设施呢？最好玩的要属这个悬挂过山车了，全长800多米，提升高度33米，上下落差近30米，最高时速可达80公里／时。车体悬挂在轨道上，游客身体重力点无所附着，宛如悬于空中，高速下落、疾速俯冲、空中翻腾，非常刺激！跳楼机——穿越云霄，应该是最刺激的了，不过心脏不好的我，没敢尝试，哈哈哈。一向不惧眩晕的我玩了把高空飞翔，最高升至40米高空，感觉是加强版的丛林秋千，哈哈，可以俯瞰整个度假区，景色很棒，就当是放倒版的摩天轮了。失落丛林里还有很多适合低龄儿童玩的项目，我就没尝试啦。,2019-03-15 09:37:50
in老板,s-star5,杭州乐园分为玛雅部落（刺激类游乐设施）、失落丛林（儿童类游乐设施）、冒险岛（真人体验、互动类设施）、湘湖宋城和水街（街头show、餐饮和特色店铺）几大区域，官方推荐的青春探险、亲子和情侣三条主题游玩线路，可以在园区导览地图上找到。如果是一天体验也可以这么玩！1、开园直奔玛雅部落，玩掉热门项目悬挂过山车、雨神之锤和风神之手。春天不是旺季一般1个多小时都可以搞定2、穿过玛雅集市，可以逛一逛这里的文艺风店铺和小吃店，不过建议往前走走有个怀旧风情的火车头餐厅，车厢内还原火车场景，拍拍照也是好的3、接下来就是失落丛林区域，会看到碰碰车、旋转木马、虫虫特工队、桑巴气球这类适合儿童的游乐设施，亲子游的可以打卡啦。大儿童可以玩旋转木马旁边的跳伞塔。4、在儿童设施旁边有一联排彩色小楼和一些特色布景，可以拍拍照。5、下午集中在冒险岛和湘湖宋城区域。人多的话可以去一下密室逃脱。6、继续向前是海盗船、丛林秋千、水上三轮车、时髦飞人、高空飞翔，排队时间都在20分钟以内。这个时候基本已经玩掉一般项目啦。7、再向前是高空飞翔、穿越云霄、音乐穿和丛林迷旋。之后会抵达戏水广场，这个时候基本游乐设施全部游玩完毕。看下时间如果到了15:50，可以返回失落丛林的恐怖马戏团，这个沉浸式体验并不是全天开放，我们去的时候只有一小时的开放，排队人很多，不过是乐园极推的项目，胆大的必体验！8、之后可以去湘湖宋城区，这是个以南宋时期为布景，以小吃街、民间工坊、街头Show为一体的特色区域，互动性很强，也很适合拍照。Tips：1.整个园区比较大，融合了仿古风情街、特色小店与食肆，还有不同时间的街头表演、主题巡游等，一天玩下来需要有取舍。就游乐设施讲，不适合低龄儿童参加。2.花车巡游和开园show不要错过,2019-03-14 19:21:43
小豆学长,s-star5,杭州乐园开园的第二天，天气阴天，太阳公公偶尔录个面，几年前来到乐园，看到人山人海的排队人，玩一切项目都没有了动力，今天去体验的时候发现基本没有人，每个项目甚至过山车都不用排队，完全你可以多玩几次。乐园每年都会有检修的时候，为了是营业时带给游客最安全的保障，春天来乐园又重新开放，是时候约上你的小伙伴一起玩耍了～首先要大家分享，这里有一个《盗梦空间》，在里面有很多彩色球，KTV舞台，雕塑，一切少女风的拍摄场地，整个人可以进去到海洋球中，自由而玩，无论男生还是女生都有一颗童年的心。杭州乐园在开园仪式上会从第一酒店出发，可爱的玩偶们表演舞蹈，和小孩子们互动。随后我们来到了大门口，在门口有看到了精彩的魔术，舞蹈人员带来精彩的演出，天气慢慢转晴，走在杭州乐园的每个角落，都会发现乐趣十足。你可以去怪街拍摄一些很新颖的照片，也可以在古代的街道上去穿梭，在这里还有着绣球抛，会有喷火的危险表演。,2019-03-11 11:06:38
JC,s-star5,开了很多年的游乐园，园区不大，而且设备有点陈旧,2019-06-10 09:57:45
momo长颈鹿🍩,s-star5,小时候春游去玩的地方，很久没去了~,2019-06-06 11:19:07
洛水溟烟,s-star4,交通稍微有点不方便，但是园区内的娱乐项目还是非常不错的，尤其是悬挂式过山车非常值得尝试。,2019-05-16 16:44:47
六二零,s-star4,游乐园这种地方真的很神奇，坐了过山车后发誓再也不想去，隔一两年又开始想念！去了两次，第二次吐了。,2019-01-12 04:09:43
毛毛,s-star5,杭州乐园是长三角地区著名的综合性主题公园，地处湘湖中心区域，地铁直达，交通便利。园区分为玛雅部落、失落丛林、冒险岛等主题区域。,2018-11-16 22:39:28
Viya,s-star3,游乐设施不怎么多，我坐了大摆锤、飞椅、像热球球一样的升降装置，过山车等待了一个半小时，结果居然停下检修了，吓得我不敢坐了。,2018-11-09 23:03:09
lovemy凤凰,s-star5,杭州 乐园第一世界大酒店、 杭州 乐园、 杭州 烂苹果乐园、浪浪浪水乐园都在一起，如果想玩、住、娱乐、餐饮，非常的方便，第一世界大酒店的环形 通道 ，直达售票处。售票处的休息等候区，按摩椅、矿泉水、充电设施、宣传资料供游客取阅、自动售卖机、明信片打印、旅游查询设备，还有专门准备了自动租赁童车的服务等服务，让等待休息的过程也不觉得无聊。整个 杭州 乐园主要划分为四个板块，玛雅部落、失落丛林、冒险岛、湘湖宋城，一些大型的游乐设施都在玛雅部落板块中，走进湘湖宋城，仿佛再现了 杭州 宋城、 丽江 宋城，相仿的的街道，古香古色的建筑设计。,2018-10-25 11:20:52
文小象,s-star5,这个诡异又刺激的杭州乐园真是太有趣了，超好玩，做为宋城旅游打造的乐园，自然也是以表演的形式为主，大大小小的演出精彩绝伦，特别是主推的大戏《恐怖马戏船》，与观众零距离的恐怖表演，身临其境真是差点没被吓晕了，又觉得很刺激，同一场的一个姑娘直接哭着出来了，温馨提示姑娘们一定要带着男朋友来！,2018-10-22 23:30:50
MCTOU,s-star5,随着年龄的渐长，去游乐园的机会也越发变少，但是对于喜爱游乐园的心，却还是那么的温热。周末来到杭州乐园，和朋友们来一场加速心跳的狂欢之余，还能看到众多别具特色的表演。  刚进入杭州乐园，就能看到满满宋城风情。在怪街里，有令人眩晕无比的倾斜楼，也有众多有趣的拍摄点，大家可以根据墙上指引，模仿照片里面人物的动作，就能拍出各式各样新奇的照片。看见久违的机动游戏，心中的那份童真渐起，小时候最喜欢的激流勇进，小木船结果蜿蜒的河道，从数十米的高空一蹴而下，激起层层的浪花，平日的烦恼也随之而散。不爱激烈游戏的大朋友们，也能乘坐跳伞塔来到五十米的高空中，不仅能看到乐园的全景，甚至杭州市区的高楼也能观赏的到。乐园里随处可见的大朋友们，在一个个机动游戏面前，他们不自然的放下往日工作的繁忙，尽情的享受在刺激的项目之中。万圣节降至，大伙们总是在讨论的话题就是，有什么新奇的过节方式，我就喜欢来杭州乐园。因为在这个万圣十月乐园里有颇具万圣特色的，恐怖惊魂大巡演及恐怖马戏船表演，恐怖惊魂大巡演 会贯穿整个乐园，所到之处的人们都会绷紧神经，但是又异常期待下一幕的演出，到底会发生什么令人尖叫的剧情。在恐怖马戏船剧场中，所有的人物都由真人扮演，他们会在你最不经意的时刻，忽然出现，给予你意想不到的互动！ 在昏暗的鬼屋里会发生什么奇异的事件，还将等你来探索哟！除此之外，乐园里还有很多适合情侣的水上项目，与挚爱共处一个气球之中，在湖面之上泛泛漂流。黄昏时刻暖阳照耀在乐园中，我小心翼翼的今日份的欣喜存起。,2018-10-19 16:10:24
Sherry Wang,s-star5,记忆中已经是很小的时候去过了，有一天经过这里，很想再去玩一玩，回忆一下童年,2018-10-14 15:38:53
般若非相0929,s-star4,杭州公共交通确实比较差，孩子要大一点才行,2018-10-03 00:01:40
bianisty,s-star3,比苏州乐园小多了，没法比，比方特也差点。,2018-09-30 14:44:55
无心,s-star5,那边去玩还是不错的，尤其带小孩或者约会,2018-09-18 13:53:05
Ellen,s-star4,杭州乐园 浪浪浪水公园 烂苹果乐园 宋城乐园都在一起，适合游客来个两天一夜 就住在第一世界大酒店 淘宝上有套票 蛮划算的,2018-08-12 13:15:08
卡拉卡,s-star5,杭州乐园就是一个晴雨皆宜、老少同乐的独特混搭体验，成为新一代主题乐园的标杆。还没到景区就看到醒目的摩天轮，对于胆小的人，这是我的最爱啦。景区和宋城第一世界大酒店是连在一起的，就算夏天再热，也可以从酒店直达景区，非常的方便。宋城杭州乐园和宋城浪浪浪水公园也是在一起的，建议先玩杭州乐园，再去玩水公园，不然全身都湿了。,2018-07-30 14:25:41
潜杭者,s-star3,杭州乐园是长三角地区著名的综合性主题公园，地处湘湖中心区域，地铁直达，交通便利。园区分为吴越千古情文化演艺区、大型游乐区、儿童游乐区、杭州乐园水公园、吴越古城等主题区。营业时间：平日 ：10:00—17:00;节假日及周末： 9：30-17：00景区门票：全价票￥160.00元/人;半价票 ￥80.00元/人,2018-07-26 16:27:59
桃子,s-star4,喜欢游乐设施的朋友可以去，也可以看看宋城的表演。,2018-07-24 12:11:38
我就是吹风,s-star5,进入景区，站在观景台上，天气真的不错， 天空是蓝的，万里晴空，一片湛蓝。那种蓝是浅浅的，就像是块蓝水晶，它给人的感觉总是那样纯洁，清爽。旁边长长的彩虹色的滑道，仿佛像一道彩虹，给天空增添了一道色彩。突然造浪池传来阵阵尖叫，原来是浪来了，每隔半个小时，造浪池就会浪，一股股浪漂过去，人们就像海草一样随波飘摇,2018-07-23 20:00:42
望   舒,s-star5,要旅游，上同游，超低的门票价格体验，关注“杭州同游”公号,2018-07-11 17:24:52
︶ㄣ淡ㄜ︵,s-star4,（杭州乐园，杭州烂苹果乐园都在那一块）由于是萧山本地人当时是自己驾车出游，扩建后票价又涨了说实话有点贵，我们当时买的亲子票一大一小470多吧这还是打了折的，早上9点开园，基本上一天逛下来都可以逛完的，表演秀比较多:水秀剧场，海豚表演，白鲸表演，海豹表演，美人鱼，个人感觉分配还是比较合理的，看一会海洋生物走一会刚好就可以赶上一场表演秀，喂白鲸海豚100元/次，小孩子比较喜欢啦，里面饮料基本10元一瓶，最便宜的面是48一碗的，棒冰20元一支，如果是外地来玩的，晚上想住杭州市区的可以做地铁也很方便园区外也有酒店饭店，逛完出来还可以看看湘湖的夜色！,2018-07-03 16:11:18
小狄,s-star4,就去过一次，但是印象很好，因为他们善于搞主题策划，我去的时候是2008年的万圣节，里面的元素很丰富，让人印象深刻,2018-06-26 12:41:39
蚂蜂窝用户,s-star5,杭州乐园很好玩很刺激，就是如果遇到门口卖雨衣的人，她说里面的雨衣15元，而她只卖5元，我们信了也买了，结果乐园里面也是5元，而且在外面买的还没有鞋套，结果重新买了一套，大家千万不要像我一样上当受骗。,2018-06-18 11:33:57
豌豆,s-star4,15年去的时候，杭州乐园的鬼屋还是只有布景没有会扮鬼吓人的工作人员的，但是我还是吓得半死，全程拉紧小伙伴，被小伙伴拖出来的…其他的什么跳楼机，青蛙跳，海盗船，过山车，对于我来说就一点都不可怕了😂,2018-05-30 11:29:12
背包客李小波,s-star4,杭州乐园的家庭套票，即2大1小性价比略低，因为多了一个成人价格增加140元，所以小编建议大家可用预定酒店时门票三选一的套餐，换一张杭州乐园的成年人门票。【杭州乐园】位于萧山区风情大道2555号休博园内。周一至周五营业时间为：10：00-17：00 、周末及节假日：9：30-17：00 以后。园区主要分为杭州大剧院、大型游乐区、儿童游乐区、吴越古城等主题区。大型游乐区，主要以尖叫刺激类项目为主，包括悬挂过山车、雨神之锤、激流勇进、大摆锤、幽灵鬼船等；儿童游乐区，包括虫虫特工队、音乐船、碰碰车等数十项生动有趣的游乐项目。宋城杭州乐园一年四季活动不断，有青春狂欢季、南美狂欢季、万圣节等活动，尤其是暑期，正值学生流和亲子游高峰期，园内活动多多，惊喜不断。,2018-05-24 14:10:32
明媚,s-star4,杭州乐园，进去看了两场演出，坐了虚拟过山车，听了猴子上课，就开始玩，跳楼机坐了7次嘿，第3次下来小妮和我说，妈妈我差点尿裤子，我说我也是，一直玩到关门。,2018-05-23 21:21:21
拍时光,s-star4,杭州乐园 买好票 恐怖战场 里面太吓人了 太恐怖。通缉犯假装在弹琴 遇见一位摄友 这个摆锤没有玩 感觉太吓人这个还是挺好玩的。,2018-05-21 00:01:46
yumi,s-star5,住在杭州第一世界大酒店，出门5分钟不到就能到杭州乐园门口，乐园最近的主题是：“回到二次元”，门口和景区里都有提供免费换装，来杭州乐园的时候刚好是周末，赶上了杭州初中生的春游季，园内过山车大摆锤都排满了学生，果然年轻的人胆子还是大点。。。去过很多游乐场，见过上去后哭的，喊得，叫着要下来的，在杭州乐园第一次见到上去后一起背诗的，不知道是杭州哪所学校的学生，老师听了多开心呢…,2018-05-13 21:58:57
亚亚头,s-star5,蛮不错的，在杭州市区里就能拍到的温泉，大大小小估计得有三十多个池子，在杭州乐园和烂苹果乐园玩了一天下来泡个温泉真的很舒服！身心放松！我还带了在乐园里赢的社会人佩琦一起泡温泉呢！,2018-05-13 01:09:21
邻家姐妹,s-star5,第二次来这，节假日一定要趁早，否则人很多。此次旅行我选择萧山地铁口民宿，价格合适，出行也方便建议有时间不早选周末或节假日，能玩得更嗨皮。,2018-05-07 23:29:29
少年环游记,s-star5,杭州乐园的我回二次元活动，所有cosplay衣服头饰都免费，除了过山车的游乐设施基本都不需要排队，满足你的童心。这里也被称为一个小宋城，里面很多景点，在杭州宋城没有玩够，还可以来这里体验。广场上，此刻正在上演二次元大赛，男生穿女生的二次元衣服，女生穿男生的二次元衣服，看谁用最快的速度穿好，把手推车推到对面，再回来，就是胜利！  悬挂过山车、雨神之锤、风神之手、激流勇进、双海盗船、大摆锤、穿越云霄、丛林迷旋、幽灵鬼船、缆车等各种游乐项目，应有尽有，我从过山车开始了次元之旅，全程尖叫，释放压力，很过瘾。说，敢坐在第一排的都是勇士，不怕恐高，追逐速度激情的，就上吧。,2018-05-05 12:06:33
熊猫慢游,s-star5,杭州乐园可以说是浙江地区非常有名的一个游乐园，到达方式非常的方便，杭州乐园位于杭州的萧山区，距离机场很近，对于周边地区来说自驾的选择非常不错，高速下来不远处便能到达，而且景区的停车位也是很充足的，周末时间自驾游客有很多，公共交通地铁1号线最后一站湘湖出口便有直达杭州乐园的景区车。景区很大，分成了好几个主题区，每个主题区的游乐设施都是根据主题命名的，什么雷神怒吼啊、雨神之锤啊、风神之手啊，都是非常的具有特色，其实就是大摆锤、扭转乾坤、自由落体这些，乐园内的设施也是选择很多，很刺激也很好玩，我最喜欢的还是大摆锤，时间足够长，这里的过山车是悬挂过山车，是乐园里最受欢迎的，也是排队时间最长的，建议大家可以错峰去排队，先去把其他的设备玩了，其他的项目排队时间都还好，杭州乐园里的海盗船也是我见过最大的海盗船，一次就可以坐上一百多个人，场面壮观。恐怖马戏船也是推荐的，注意安排时间，不要错过了。杭州乐园可以玩上一整天，现在水公园还没开放，等到夏天水公园开放，玩的项目就更多了。,2018-04-29 10:30:09
冷月印记,s-star5,杭州拥有悬挂过山车、雨神之锤、风神之手、激流勇进、双海盗船、大摆锤、穿越云霄、丛林迷旋、幽灵鬼船、缆车等数十项惊险刺激的大型游乐项目，虫虫特工队、音乐船、碰碰车等数十项生动有趣的儿童游乐项目。现在杭州乐园内正举行“我回二次元”，“花痴节”等活动穿上免费提供的“二次元”服装，有些项目可以免排队！离乐园很远很远就已经听到了这里的“撕心裂肺”的惊呼声，直到走进第一个项目前，我才明白为啥如此“撕心裂肺”，最终没有胆量挑战这个项目……雨神之锤，随着来回的摆动，高度慢慢爬升近60米，超越110度疯狂摇摆，360度空间旋转，尖叫声也随之飘升~~~坐过过山车，但还真是第一次体验悬挂过山车，如一条盘缠交错的巨龙，全长800多米，提升高度33米，上下落差近30米，最高时速可达80公里/时。坐在上面，如悬挂于空中，高速下落、疾速俯冲、空中翻腾，体验翱翔苍穹非凡的畅快之感！风神之手，它的刺激来自于三根任意方向交错，能360度运转的摇臂。当三根摇臂带动座椅运转起来的时候，方向和时空完全错位，这个我最终也没敢挑战！穿越云霄，高达70米，沿着竖直的力道轨道，做上升、下降和连贯的跳跃运动，在升到最高处时，忽然速降，以重力加速度之势重返地面下，让你感觉一种完全的失重，完全的真空，毫,2018-04-25 18:47:34
冷月印记,s-star5,很早就听说过云曼温泉，身边好多朋友也都曾去过。环境很赞，每个池子都是植株环绕，私密性好，装饰有许多的月牙、星星，环境挺惬意。有雨林气泡泉、原汤部落、湘居花舍、天竺草堂四大区域33个泡池，我那天因为很多池子在维护并没开放太多。杭州这几天也早已累的不行，正好可以泡个温泉放松下，伴着良辰美景，惬意的很~~~  温泉一般含有多种活性作用的微量元素，有一定的矿化度，泉水温度常高于30℃以上，对医疗和保健功效；低温泉38℃~40℃，对人体有镇静作用，对神经衰弱、失眠、高血压、心脏病、风湿、腰膝痛等有一定的好处；高温泉43℃以上，对人体有兴奋刺激的作用，同时对心血管病有显著疗效，能改善体质，增强抵抗力和预防疾病。,2018-04-25 18:47:34
candy,s-star5,满足你的少年心，现在的上班族，想要轻轻松松，没有电话的出来玩一趟基本是不存在的，但即便这样，还是能够短暂的在游玩中放开自己，释放压力，满满的正能量，这里交通方便，离家也就两个半小时路程，上一次去玩还是在大学的时候，跟室友一起，因为人多又是第一次来玩，居然进了我最怕的类似鬼屋的船上，也是挺佩服我自己的，全程打着手机灯可还是怕到不行。印象最深刻的当属雨神之锤了，360度的旋转，全程尖叫着，太释放压力了，很过瘾，遗憾的是没玩到过山车和激流勇进，都是刺激的，都很能解压，感觉整个过程虽然说玩累了，但心里却很舒坦，也没有什么不适，除了一个U型的设施，本来人好好的，经过那么一转，一甩的完全睁不开眼睛，一睁开就想吐，哈哈哈，建议容易晕的朋友不要去玩了，或者其他的都玩过了再来这个，绝对能影响你的食欲，这次去是第二次了，带着还在上学的小表弟，这家伙胆子也很小，正好去锻炼锻炼，男子汉嘛总要玩的开，也作为六一儿童节的礼物，希望他能够健康快乐的成长，留下深刻印象。在买票的时候忽略了天气情况，而且发现手机上这个买票，除了携程可以是游玩日期12点前都能免费退，其他的app就没有这个服务，要是天气实在恶劣，那这个票岂不是浪费了，白买了，为此还特意上淘宝买了雨衣鞋套，天气如果还过得去，就算淋湿我也会毫不犹豫的去玩，毕竟花了钱了。五一假日玩的人还是很多的，不过现在不管是到哪儿人都多，没有什么高峰期低峰期，哪哪儿都是人，本打算去上海迪士尼的，结果刚想订票的时候，微博发来消息说上海人太多，漫威也真的是影响力蛮大呀，微博上的图片能看出来人都要叠起来了，我跟小表弟还是小命要紧，杭州玩玩算了，回家也方便，要是以后我们这边动车开通了，那到杭州就更快，也更方便了，自己开车怕遇到高峰，在高速上一不走运就得好几个小时，终归坐大巴能好好休息一下，等到自己开车能熟练些，自驾游也是很不错的体验，早上开去刚好开园，玩一天再回来休息，相比较之下省了住宿费。大学在萧山读的都没时间去玩，就第一次还匆匆忙忙的，除了那个玩到手心都是汗的游乐设施，我基本啥也没记住，也没玩几个项目，人多排队都得好久，光排个队一上午就过去了，精疲力竭的，什么时候能有个VIP项目，算是游乐园回馈客户，可以免费享受游乐园所有设施，并且可以走vip通道，就真的太好了，而且只限定一名的话，也不会给其他的游客带来不便，不过都是我自己想想，酣畅淋漓，享受当下才是最重要的,2018-04-25 15:06:50
小五,s-star4,还好 玩了一天  漂流  太刺激的不敢玩 哈哈哈  就是水上乐园里面没什么好吃的,2018-04-19 13:57:46
亚亚头,s-star5,杭州乐园的我回二次元活动，所有cosplay衣服头饰都不要钱！不要钱！不要钱！姐妹俩已玩疯了，这里的游乐设施基本上是齐全了！你能想到的基本都有！除了过山车什么的都不需要排队（当然我们是和团队小朋友错峰入园的）,2018-04-18 12:27:55
阿雪姑酿,s-star5,来杭州乐园时正好举行“我回二次元”活动，于是借了免费的cosplay服装，玩耍了一番。路上大家也是习以为常的样子，还经常看到穿cos的同道中人。本身并不喜欢惊险刺激的游乐项目，但在杭州乐园也找到了另类玩法，杭州乐园适合拍照写真：大块各异鲜亮的颜色；可爱无敌的雕塑；充满梦幻和童真的情景制造…….就像是一个巨大的童年快乐重现棚。环境、氛围都很欢脱。,2018-04-07 23:14:35
肖希泽,s-star5,像平日里一样，杭州乐园的街边，丰富多彩的活动与琳琅满目的店铺，一路都有惊喜。从3月8日开园以来，时光机便将所有游客传送到了二次元世界，开启了全民穿越“我回二次元”活动，这也是杭州乐园的一大亮点。一票玩儿穿越，自己就是自己的主角，当然也不妨碍逛街、吃喝和玩乐，该有的，应有尽有。除了刺激好玩的娱乐项目，还有一个不得不说的大型的沉浸式演出，就是《恐怖马戏船》了。想穿越恐怖主题空间?想破解离奇死亡案件?想揭穿邪恶罪犯的丑陋嘴脸?想探索隐藏已久的可怕秘密?走进这艘恐怖马戏船，便可打破百年诅咒，还我们一个真相……这次的杭州乐园之行，非常的完满，满分！,2018-04-07 19:24:56
Sally,s-star4,我们去杭州乐园玩了。对了！最近在搞活动哦，＃二次元主题＃只要穿二次元的服装，好几个游乐项目都可以插队哦。PS：二次元服装乐园免费有提供呢。所以啦，为了不浪费时间，我和小伙伴果断选择了穿二次元服装。,2018-03-31 03:49:27
MR.CHEN,s-star5,从车站坐地铁到湘湖站下车，步行一小段距离，就有免费小火车可以到杭州乐园摩天轮底下的停车场。乐园里人流依旧不减，各大欢迎的项目还是要排队，像过山车，大摆锤之类的。园区里面还有很多表演，进园后可以去拿一份节目表。这次杭州乐园是穿越二次元主题，可以cos各种二次元人物。园区里还有很多特色的店铺，满足各种需求。特别推荐一个项目，恐怖海盗船。这个是杭州乐园的一大亮点，会分成三条线索进行，每个线索有一个领队人，中间会经历各种恐怖和不可思议。建议入住第一世界酒店，然后在杭州乐园游玩，晚上还可以泡个云漫温泉。,2018-03-30 15:14:43
